Point,Test,fW,current,ind,Rd,Cs,Rs,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region
581,ECE740_tb_channel_CTLE_ML_1,6.90E-06,0.002268,1.67E-09,444,5.08E-13,872.4,,-0.01962,-23.19,-25.93,-6.592,-25.09,-14.97,-9.103,-28.92,-20.69,-13.17,-36.14,-32.39,-18.88,-46.48,-47.95,0,0,0,1,2
582,ECE740_tb_channel_CTLE_ML_1,5.00E-06,0.001873,2.33E-09,981.4,3.34E-13,1348,,-0.01965,-44.85,-44.65,-6.585,-56.11,-43.37,-9.089,-56.04,-44.07,-13.16,-56.73,-48.14,-18.88,-60.15,-56.59,0,0,0,1,2
583,ECE740_tb_channel_CTLE_ML_1,8.24E-06,0.001678,1.50E-09,541.3,9.40E-13,427.5,,-0.01958,-18.36,-15,-6.597,-23.4,-12.96,-9.109,-28.08,-21.33,-13.17,-36.22,-34.7,-18.87,-47.11,-51.19,0,0,0,1,2
584,ECE740_tb_channel_CTLE_ML_1,5.09E-06,0.0005225,1.55E-09,1183,9.22E-14,242.4,,-0.01964,4.01,12.96,-6.586,-2.739,6.432,-9.094,-5.924,3.248,-13.17,-12.04,-4.783,-18.89,-21.7,-19.18,0,0,0,1,2
585,ECE740_tb_channel_CTLE_ML_1,8.76E-06,0.0018,1.69E-09,1274,6.03E-13,956,,-0.01957,-54.6,-49.6,-6.601,-52.74,-40.59,-9.111,-56.49,-49.36,-13.17,-61.98,-60.61,-18.87,-68.42,-73.04,0,0,0,1,2
586,ECE740_tb_channel_CTLE_ML_1,5.69E-06,0.001886,1.21E-09,778.5,8.54E-13,432.2,,-0.01964,-35.37,-29.97,-6.587,-41.7,-29.49,-9.095,-44.8,-34.3,-13.17,-50.34,-43.71,-18.88,-58.07,-56.69,0,0,0,1,2
587,ECE740_tb_channel_CTLE_ML_1,9.74E-06,0.0005245,2.85E-09,1021,2.26E-13,516.5,,-0.01956,4.589,10.53,-6.61,-0.3225,9.005,-9.119,-6.591,-1.437,-13.17,-16.11,-16.75,-18.86,-27.52,-34.1,0,0,0,2,2
588,ECE740_tb_channel_CTLE_ML_1,7.80E-06,0.002082,1.19E-09,694,5.65E-13,443.8,,-0.01959,-36.83,-32,-6.596,-45.8,-34.15,-9.108,-49.88,-41.86,-13.17,-56.37,-53.74,-18.87,-64.02,-67.21,0,0,0,1,2
589,ECE740_tb_channel_CTLE_ML_1,9.77E-06,0.0006556,3.73E-10,1133,4.46E-13,380.2,,-0.01956,-11.16,-2.766,-6.602,-18.45,-8.296,-9.11,-23.82,-18.53,-13.17,-32.55,-33.09,-18.86,-43.76,-50.41,0,0,0,1,2
590,ECE740_tb_channel_CTLE_ML_1,3.47E-06,0.001565,1.51E-09,111.7,2.87E-13,1108,,-0.01974,-16.98,-33.97,-6.576,-11.38,-16.25,-9.069,-11.62,-14.28,-13.13,-12.88,-12.8,-18.85,-14.63,-10.58,0,0,0,2,2
591,ECE740_tb_channel_CTLE_ML_1,5.92E-06,0.001896,1.68E-10,1215,6.79E-13,62.83,,-0.01964,-48.64,-35.16,-6.588,-53.79,-40.81,-9.097,-55.01,-44.11,-13.17,-57.81,-51.28,-18.88,-62.75,-61.82,0,0,0,1,2
592,ECE740_tb_channel_CTLE_ML_1,9.53E-06,0.001402,2.19E-09,694.3,9.63E-13,1345,,-0.01956,-26.39,-26.66,-6.603,-30.62,-20.29,-9.111,-36.03,-30.55,-13.17,-44.68,-44.83,-18.86,-55.55,-61.44,0,0,0,1,2
593,ECE740_tb_channel_CTLE_ML_1,4.19E-06,0.001483,2.25E-09,319.6,5.89E-13,337.3,,-0.0197,-1.289,-2.278,-6.579,-1.883,3.221,-9.083,-3.797,2.036,-13.16,-8.089,-2.039,-18.89,-15.5,-10.35,0,0,0,2,2
594,ECE740_tb_channel_CTLE_ML_1,9.25E-06,0.001432,1.33E-09,578.1,2.58E-13,31.39,,-0.01955,-11.9,-0.2848,-6.602,-20.17,-11.41,-9.111,-25.55,-20.65,-13.17,-34.26,-34.57,-18.87,-45.46,-51.44,0,0,0,1,2
595,ECE740_tb_channel_CTLE_ML_1,5.91E-06,0.0006212,2.27E-09,1020,3.52E-13,1364,,-0.01967,-3.372,-3.039,-6.589,-2.568,9.186,-9.104,-6.533,3.679,-13.18,-13.78,-7.54,-18.88,-24.16,-23.26,0,0,0,1,2
596,ECE740_tb_channel_CTLE_ML_1,3.89E-06,0.002471,1.30E-09,896.4,1.23E-14,914.5,,-0.01968,-45.36,-43.92,-6.583,-38.52,-36.9,-9.082,-35.87,-33.76,-13.15,-36.27,-32.85,-18.87,-41.2,-37.09,0,0,0,1,2
597,ECE740_tb_channel_CTLE_ML_1,2.10E-06,0.001671,2.90E-09,394.8,3.20E-13,600.5,,-0.01973,-5.246,-9.428,-6.578,-6.118,-4.286,-9.07,-7.681,-4.841,-13.13,-10.53,-6.41,-18.83,-13.89,-7.002,0,0,0,2,2
598,ECE740_tb_channel_CTLE_ML_1,3.75E-06,0.0008153,3.00E-09,493.9,8.39E-13,771.2,,-0.01972,-2.089,-4.064,-6.58,0.1576,7.081,-9.081,-2.253,4.872,-13.16,-6.639,0.5772,-18.88,-13.94,-7.527,0,0,0,2,2
599,ECE740_tb_channel_CTLE_ML_1,3.35E-06,0.00179,3.83E-10,959.9,7.20E-13,484.9,,-0.01969,-36.99,-31.76,-6.581,-42.97,-31.67,-9.078,-45.36,-34.23,-13.15,-49.09,-39.24,-18.86,-54.02,-47.31,0,0,0,1,2
600,ECE740_tb_channel_CTLE_ML_1,5.34E-06,0.001495,2.25E-09,1343,6.92E-13,928.9,,-0.01965,-48.51,-43.27,-6.586,-58.45,-44.37,-9.092,-57.18,-45.02,-13.17,-57.62,-49.46,-18.88,-61.24,-58.41,0,0,0,1,2
601,ECE740_tb_channel_CTLE_ML_1,3.86E-06,0.0006635,6.59E-10,1300,4.50E-13,1110,,-0.01969,-16.71,-13.56,-6.582,-20.43,-8.219,-9.08,-23.17,-11.36,-13.15,-28.08,-18.21,-18.87,-35.9,-30.02,0,0,0,1,2
602,ECE740_tb_channel_CTLE_ML_1,1.30E-06,0.002355,2.88E-10,716.6,9.11E-13,1431,,-0.01974,-24.8,-29.73,-6.58,-27.49,-26.44,-9.069,-29.97,-28.92,-13.13,-34.01,-33.07,-18.82,-39.64,-39.1,0,0,0,1,2
603,ECE740_tb_channel_CTLE_ML_1,9.84E-06,0.001829,6.61E-11,1121,1.82E-13,1320,,-0.01954,-50.12,-48.56,-6.604,-41.11,-29.92,-9.111,-46.17,-40.42,-13.17,-54.62,-55.09,-18.86,-64.93,-71.53,0,0,0,1,2
604,ECE740_tb_channel_CTLE_ML_1,7.27E-06,0.002381,2.99E-09,586.9,5.94E-13,1106,,-0.0196,-37,-38.79,-6.593,-41.27,-29.48,-9.105,-45.17,-36.4,-13.17,-52.05,-48.19,-18.87,-60.83,-62.32,0,0,0,1,2
605,ECE740_tb_channel_CTLE_ML_1,4.72E-06,0.001836,2.61E-09,312,7.58E-13,1310,,-0.01971,-8.462,-16.3,-6.581,-1.479,5.017,-9.091,-3.995,2.786,-13.17,-9.019,-2.47,-18.9,-17.42,-12.8,0,0,0,2,2
606,ECE740_tb_channel_CTLE_ML_1,4.05E-06,0.001747,6.14E-10,536.2,7.21E-14,361.8,,-0.01968,-14.16,-11.53,-6.582,-20.56,-17.07,-9.082,-22.89,-17.88,-13.15,-27.46,-21.05,-18.87,-35.34,-31.19,0,0,0,1,2
607,ECE740_tb_channel_CTLE_ML_1,7.18E-06,0.001446,2.90E-09,868.3,9.31E-13,993.5,,-0.0196,-34.65,-32.19,-6.593,-39.8,-27.3,-9.104,-43.71,-34.5,-13.17,-50.63,-46.38,-18.88,-59.62,-60.92,0,0,0,1,2
608,ECE740_tb_channel_CTLE_ML_1,4.19E-06,0.002377,2.23E-10,1038,1.80E-13,1027,,-0.01968,-50.55,-48.59,-6.583,-49.11,-38.37,-9.083,-50.92,-39.13,-13.16,-53.97,-44.39,-18.87,-58.34,-53.4,0,0,0,1,2
609,ECE740_tb_channel_CTLE_ML_1,7.15E-06,0.002263,2.16E-09,782.9,1.71E-13,912.2,,-0.0196,-44.23,-43.08,-6.593,-45.38,-34.88,-9.104,-48.6,-38.79,-13.17,-54.75,-50.38,-18.88,-62.73,-64.26,0,0,0,1,2
610,ECE740_tb_channel_CTLE_ML_1,6.85E-06,0.001572,1.48E-09,459.2,9.12E-14,952,,-0.01964,-9.245,-12.7,-6.585,-11.46,-8.767,-9.102,-13.09,-6.295,-13.18,-19.91,-15.48,-18.88,-30.43,-31.79,0,0,0,1,2
611,ECE740_tb_channel_CTLE_ML_1,5.39E-06,0.0007638,2.41E-09,556.7,5.07E-13,1146,,-0.0197,-3.303,-6.47,-6.583,1.776,10.55,-9.1,-1.649,6.647,-13.18,-8.408,-2.413,-18.89,-18.08,-16.12,0,0,0,2,2
612,ECE740_tb_channel_CTLE_ML_1,1.10E-06,0.002317,6.48E-10,681,9.73E-13,1177,,-0.01976,-9.304,-17.25,-6.581,-12.46,-16.28,-9.069,-14.93,-18.75,-13.13,-18.98,-22.84,-18.82,-24.64,-28.65,0,0,0,2,2
613,ECE740_tb_channel_CTLE_ML_1,1.89E-06,0.0007753,4.18E-10,1104,8.86E-13,447.6,,-0.01973,-8.689,-3.987,-6.58,-13.45,-4.68,-9.071,-15.97,-7.197,-13.13,-20.21,-11.76,-18.83,-26.52,-19.2,0,0,0,1,2
614,ECE740_tb_channel_CTLE_ML_1,8.46E-06,0.001535,2.06E-09,790.3,5.42E-13,223.7,,-0.01957,-31.67,-22.81,-6.598,-40.69,-29.55,-9.109,-45.54,-38.28,-13.17,-53.23,-51.47,-18.87,-62.41,-66.45,0,0,0,1,2
615,ECE740_tb_channel_CTLE_ML_1,9.60E-06,0.0008929,2.33E-09,308.6,6.02E-13,1339,,-0.01968,-8.243,-16.47,-6.602,-0.3463,6.146,-9.118,-6.319,-3.218,-13.17,-15.09,-16.74,-18.87,-25.35,-31.68,0,0,0,2,2
616,ECE740_tb_channel_CTLE_ML_1,6.52E-06,0.001236,1.50E-09,886.7,7.86E-13,394.5,,-0.01962,-27.38,-20.67,-6.59,-33.56,-21.21,-9.1,-37.18,-27.34,-13.17,-43.94,-38.68,-18.88,-53.62,-53.93,0,0,0,1,2
617,ECE740_tb_channel_CTLE_ML_1,8.37E-06,0.001084,2.55E-09,841.2,4.10E-13,358.1,,-0.01958,-20.74,-13.77,-6.597,-27.76,-16.61,-9.108,-32.34,-24.87,-13.17,-40.39,-38.41,-18.87,-51.12,-54.88,0,0,0,1,2
618,ECE740_tb_channel_CTLE_ML_1,3.85E-06,0.002354,2.67E-09,1239,9.73E-13,947.8,,-0.01973,-58.4,-53.75,-6.585,-59.73,-46.59,-9.083,-57.93,-45.45,-13.15,-57.24,-46.84,-18.87,-59.17,-52.79,0,0,0,1,2
619,ECE740_tb_channel_CTLE_ML_1,9.39E-06,0.001408,1.18E-09,566.3,6.61E-14,1287,,-0.01958,-17,-20.73,-6.598,-22.28,-19.75,-9.109,-26.28,-21.09,-13.17,-34.11,-34.02,-18.86,-45.01,-51.22,0,0,0,1,2
620,ECE740_tb_channel_CTLE_ML_1,3.38E-06,0.001023,7.43E-10,905.9,4.91E-13,844.2,,-0.0197,-16.99,-15.07,-6.581,-20.42,-9.961,-9.078,-23.04,-12.6,-13.15,-27.7,-18.35,-18.86,-35.08,-28.62,0,0,0,1,2
621,ECE740_tb_channel_CTLE_ML_1,8.18E-06,0.0006076,2.36E-09,1429,5.86E-13,464.3,,-0.01959,-21.59,-12.75,-6.596,-28.59,-16.45,-9.107,-33.05,-25.09,-13.17,-40.92,-38.44,-18.87,-51.46,-54.91,0,0,0,1,2
622,ECE740_tb_channel_CTLE_ML_1,9.08E-06,0.002071,1.87E-09,1041,3.71E-13,890.5,,-0.01956,-51.84,-48.12,-6.602,-48.22,-36.35,-9.111,-52.8,-46.14,-13.17,-59.91,-59.18,-18.87,-67.86,-73.11,0,0,0,1,2
623,ECE740_tb_channel_CTLE_ML_1,3.52E-06,0.001189,2.53E-09,582.2,6.27E-14,773.5,,-0.0197,-4.642,-5.783,-6.578,-8.919,-7.439,-9.073,-8.946,-4.208,-13.15,-11.82,-4.067,-18.88,-19.3,-11.94,0,0,0,1,2
624,ECE740_tb_channel_CTLE_ML_1,1.32E-06,0.002103,4.53E-10,1380,6.36E-13,258,,-0.01977,-42.07,-35.78,-6.581,-48.16,-39.86,-9.07,-50.07,-41.65,-13.13,-52.45,-44.22,-18.82,-54.69,-47.29,0,0,0,1,2
625,ECE740_tb_channel_CTLE_ML_1,7.71E-06,0.002486,9.68E-10,27.74,7.94E-13,1127,,-0.01971,-27.14,-54.3,-6.58,-14.38,-22.27,-9.094,-14.09,-19.25,-13.17,-16.27,-19.57,-18.88,-22.58,-26.38,0,0,0,2,2
626,ECE740_tb_channel_CTLE_ML_1,4.18E-06,0.001959,2.07E-09,422.7,4.14E-13,242.7,,-0.01967,-7.034,-4.333,-6.582,-11.53,-5.011,-9.085,-13.84,-6.27,-13.16,-18.85,-11.65,-18.88,-27.09,-22.02,0,0,0,1,2
627,ECE740_tb_channel_CTLE_ML_1,7.54E-06,0.002031,2.95E-09,1439,6.97E-13,99.56,,-0.01969,-63.51,-49.74,-6.598,-54.22,-41.75,-9.107,-56.07,-47.39,-13.17,-60.66,-57.36,-18.87,-66.86,-69.4,0,0,0,1,2
628,ECE740_tb_channel_CTLE_ML_1,8.95E-06,0.001488,2.77E-09,143.1,6.30E-13,423.1,,-0.01967,-7.315,-14.63,-6.587,-3.224,0.09869,-9.116,-6.063,-2.928,-13.18,-12.87,-12.38,-18.87,-22.74,-26.6,0,0,0,2,2
629,ECE740_tb_channel_CTLE_ML_1,6.19E-06,0.001745,2.86E-09,382.1,4.94E-13,386.5,,-0.01965,-2.591,-1.924,-6.587,-3.637,4.593,-9.107,-7.018,1.138,-13.18,-14.08,-8.67,-18.89,-24.07,-22.97,0,0,0,1,2
630,ECE740_tb_channel_CTLE_ML_1,2.61E-06,0.001156,9.55E-10,477.2,2.84E-13,1139,,-0.01974,-5.985,-11.44,-6.577,-2.932,1.573,-9.072,-4.797,0.4549,-13.14,-9.012,-3.736,-18.85,-15.77,-11.15,0,0,0,2,2
631,ECE740_tb_channel_CTLE_ML_1,6.55E-06,0.002122,7.79E-10,980,7.45E-13,523.1,,-0.01962,-47.65,-41.43,-6.591,-58.56,-45.49,-9.101,-58.1,-48.02,-13.17,-59.65,-54.48,-18.88,-64.2,-64.76,0,0,0,1,2
632,ECE740_tb_channel_CTLE_ML_1,8.67E-06,0.0007081,2.22E-10,252.7,8.14E-13,927.7,,-0.01968,-7.616,-15.24,-6.595,-2.599,1.445,-9.11,-7.751,-6.29,-13.17,-16.39,-19.57,-18.87,-27.57,-36.39,0,0,0,2,2
633,ECE740_tb_channel_CTLE_ML_1,9.79E-06,0.0006831,2.62E-09,1288,2.41E-13,190.6,,-0.01955,-22.2,-10.53,-6.602,-31.34,-21.65,-9.109,-37.26,-31.81,-13.17,-46.07,-46.32,-18.86,-56.71,-62.94,0,0,0,1,2
634,ECE740_tb_channel_CTLE_ML_1,6.87E-06,0.002264,1.03E-09,1472,6.53E-13,701,,-0.01992,-36.09,-29.06,-6.602,-54.9,-41.95,-9.105,-57.87,-48.57,-13.17,-61.26,-57.19,-18.88,-66.43,-68.18,0,0,0,1,2
635,ECE740_tb_channel_CTLE_ML_1,5.56E-06,0.000785,1.38E-09,467.3,5.68E-13,802.1,,-0.0197,-2.503,-4.942,-6.583,0.9254,8.637,-9.099,-2.501,4.637,-13.18,-9.347,-4.715,-18.89,-19.22,-18.85,0,0,0,2,2
636,ECE740_tb_channel_CTLE_ML_1,2.00E-06,0.001783,1.43E-09,20.29,4.36E-13,1171,,-0.01975,-33.09,-66.24,-6.579,-25,-43.58,-9.068,-22.38,-35.86,-13.13,-20.55,-28.11,-18.81,-19.49,-20.36,0,0,0,2,2
637,ECE740_tb_channel_CTLE_ML_1,2.07E-06,0.001726,9.35E-10,391.8,4.90E-13,1268,,-0.01974,-8.886,-16.77,-6.579,-6.002,-3.854,-9.071,-8.301,-5.917,-13.13,-12.33,-9.855,-18.83,-18.11,-15.54,0,0,0,2,2
638,ECE740_tb_channel_CTLE_ML_1,4.16E-06,0.002484,1.09E-09,546,4.04E-13,682.6,,-0.01967,-29.58,-29.95,-6.583,-33.32,-24.51,-9.083,-35.96,-26.78,-13.16,-40.86,-33.15,-18.87,-48.59,-44.39,0,0,0,1,2
639,ECE740_tb_channel_CTLE_ML_1,1.62E-06,0.001096,5.19E-10,105.1,6.32E-13,665,,-0.01975,-16.47,-32.99,-6.579,-16.8,-27.14,-9.069,-19,-29.05,-13.13,-22.54,-32.08,-18.82,-26.67,-34.71,0,0,0,2,2
640,ECE740_tb_channel_CTLE_ML_1,9.98E-06,0.000689,5.41E-10,360.7,1.82E-13,885.3,,-0.01966,-5.067,-10.13,-6.589,-2.695,1.385,-9.116,-7.043,-4.684,-13.17,-16.6,-19.89,-18.86,-28.14,-37.45,0,0,0,2,2
641,ECE740_tb_channel_CTLE_ML_1,3.95E-06,0.0008555,2.08E-09,1156,8.11E-13,1457,,-0.01968,-22.88,-20.8,-6.582,-26.44,-14.11,-9.081,-29.19,-17.39,-13.15,-34.08,-24.14,-18.87,-41.85,-35.71,0,0,0,1,2
642,ECE740_tb_channel_CTLE_ML_1,6.20E-06,0.0009054,2.11E-09,175.4,4.56E-13,715.1,,-0.01971,-9.736,-19.48,-6.578,-5.118,-3.745,-9.089,-6.598,-4.155,-13.17,-10.91,-8.481,-18.89,-18.7,-18.21,0,0,0,2,2
643,ECE740_tb_channel_CTLE_ML_1,3.46E-06,0.002142,7.48E-10,484.3,9.06E-13,882.4,,-0.01969,-18.69,-21.15,-6.582,-20.32,-12.71,-9.079,-22.96,-15.43,-13.15,-27.64,-20.88,-18.86,-35.12,-30.55,0,0,0,1,2
644,ECE740_tb_channel_CTLE_ML_1,4.28E-06,0.0008245,2.27E-10,198.5,7.13E-13,747.5,,-0.01973,-9.284,-18.58,-6.579,-5.985,-5.466,-9.079,-8.468,-7.904,-13.15,-13.4,-13.63,-18.87,-21.46,-23.99,0,0,0,2,2
645,ECE740_tb_channel_CTLE_ML_1,5.74E-06,0.002381,1.37E-09,1370,9.75E-13,390.9,,-0.01987,-43.92,-34.73,-6.597,-62.94,-49.45,-9.099,-60.73,-49.74,-13.17,-60.61,-54.1,-18.88,-64.16,-63.2,0,0,0,1,2
646,ECE740_tb_channel_CTLE_ML_1,8.57E-06,0.001267,1.63E-09,965.5,8.09E-13,761.1,,-0.01957,-35.38,-30.93,-6.599,-42.69,-30.91,-9.11,-47.32,-40.07,-13.17,-54.76,-53.09,-18.87,-63.47,-67.69,0,0,0,1,2
647,ECE740_tb_channel_CTLE_ML_1,3.72E-06,0.002172,1.96E-09,265.2,5.75E-13,589.2,,-0.01972,-6.093,-11.58,-6.578,-3.952,-0.3844,-9.079,-5.845,-1.546,-13.15,-9.575,-4.592,-18.89,-15.93,-10.45,0,0,0,2,2
648,ECE740_tb_channel_CTLE_ML_1,5.01E-06,0.001146,1.72E-09,372.7,1.69E-13,1167,,-0.01972,-7.048,-13.97,-6.573,-2.961,0.7424,-9.081,-3.063,3.343,-13.17,-8.364,-2.534,-18.89,-17.58,-15.07,0,0,0,2,2
649,ECE740_tb_channel_CTLE_ML_1,6.08E-06,0.00209,1.39E-10,281.7,7.79E-13,85.06,,-0.01962,2.882,7.269,-6.589,-2.576,3.286,-9.105,-5.935,-0.4982,-13.18,-13.27,-10.83,-18.88,-23.93,-26.48,0,0,0,2,2
650,ECE740_tb_channel_CTLE_ML_1,1.71E-06,0.0008066,1.96E-09,779.6,7.59E-13,199.6,,-0.01973,1.914,5.718,-6.58,-2.929,2.845,-9.071,-5.245,0.7393,-13.13,-9.263,-3.208,-18.83,-15.05,-8.977,0,0,0,2,2
651,ECE740_tb_channel_CTLE_ML_1,9.37E-06,0.002385,1.44E-09,1271,6.76E-14,994.6,,-0.01973,-39.85,-35.74,-6.605,-35.25,-27.67,-9.109,-38.29,-32.68,-13.17,-45.71,-45.98,-18.86,-56.45,-62.88,0,0,0,1,2
652,ECE740_tb_channel_CTLE_ML_1,1.07E-06,0.002141,1.87E-09,566.5,2.07E-13,1322,,-0.01976,-12.33,-26.34,-6.581,-14.72,-24.52,-9.069,-16.94,-26.48,-13.13,-20.63,-29.84,-18.82,-25.1,-33.3,0,0,0,2,2
653,ECE740_tb_channel_CTLE_ML_1,8.91E-06,0.001205,1.35E-09,289.5,1.04E-13,1267,,-0.01968,-9.263,-18.49,-6.576,-6.452,-6.317,-9.106,-5.801,-1.924,-13.18,-14.03,-14.38,-18.87,-25.19,-31.16,0,0,0,2,2
654,ECE740_tb_channel_CTLE_ML_1,6.98E-06,0.001533,3.48E-10,1419,8.52E-13,331.4,,-0.01961,-51.21,-40.66,-6.592,-57.93,-44.41,-9.104,-58.17,-48.27,-13.17,-60.33,-55.64,-18.88,-65.19,-66.36,0,0,0,1,2
655,ECE740_tb_channel_CTLE_ML_1,5.76E-06,0.0008686,1.26E-09,843.8,3.41E-13,1053,,-0.01965,-9.044,-8.517,-6.587,-10.69,0.5842,-9.097,-14.11,-3.95,-13.17,-20.67,-14.32,-18.88,-30.67,-29.63,0,0,0,1,2
656,ECE740_tb_channel_CTLE_ML_1,2.05E-06,0.0008548,1.54E-09,1342,7.35E-14,34.25,,-0.01972,-21.68,-11.49,-6.58,-28.25,-18.09,-9.072,-30.77,-20.71,-13.13,-34.95,-25.24,-18.83,-41,-32.43,0,0,0,1,2
657,ECE740_tb_channel_CTLE_ML_1,8.03E-06,0.001642,2.30E-09,1074,8.35E-13,1451,,-0.01958,-49,-46.7,-6.597,-59.07,-46.47,-9.109,-59.06,-50.84,-13.17,-61.56,-58.84,-18.87,-66.68,-69.79,0,0,0,1,2
658,ECE740_tb_channel_CTLE_ML_1,6.13E-06,0.001502,2.71E-09,1134,3.23E-13,1316,,-0.01963,-45.16,-43.57,-6.589,-56.21,-42.64,-9.098,-56.49,-45.17,-13.17,-58.09,-51.5,-18.88,-62.48,-61.49,0,0,0,1,2
659,ECE740_tb_channel_CTLE_ML_1,7.31E-06,0.0005262,2.96E-09,683,7.78E-13,602.6,,-0.01965,2.071,4.206,-6.598,2.181,11.52,-9.115,-2.943,4.099,-13.18,-11.2,-8.413,-18.88,-21.78,-24.14,0,0,0,2,2
660,ECE740_tb_channel_CTLE_ML_1,9.60E-06,0.001032,1.08E-09,242.9,7.05E-13,611.8,,-0.01966,-5.324,-10.64,-6.6,-1.665,3.399,-9.115,-7.465,-5.641,-13.17,-16.43,-19.55,-18.87,-27.04,-35.17,0,0,0,2,2
661,ECE740_tb_channel_CTLE_ML_1,3.27E-06,0.002161,1.46E-09,502.8,7.37E-13,970.7,,-0.0197,-20.55,-23.58,-6.581,-21.94,-14.48,-9.078,-24.52,-16.97,-13.15,-29.05,-21.89,-18.86,-36.16,-30.37,0,0,0,1,2
662,ECE740_tb_channel_CTLE_ML_1,1.28E-06,0.001865,2.46E-09,1492,7.20E-13,484.7,,-0.01976,-42.66,-37.5,-6.581,-48.05,-39.41,-9.07,-49.94,-41.24,-13.13,-52.28,-43.66,-18.82,-54.44,-46.23,0,0,0,1,2
663,ECE740_tb_channel_CTLE_ML_1,6.47E-06,0.002388,7.53E-10,1123,4.21E-13,1495,,-0.01965,-54.6,-53.65,-6.591,-52.04,-38.52,-9.101,-54.5,-44.09,-13.17,-58.57,-53.25,-18.88,-64.29,-64.77,0,0,0,1,2
664,ECE740_tb_channel_CTLE_ML_1,4.49E-06,0.001891,1.02E-10,1349,8.03E-13,819.4,,-0.01968,-54.73,-48.94,-6.584,-60.3,-46.51,-9.086,-57.93,-45.37,-13.16,-57.42,-48.01,-18.88,-60.08,-55.59,0,0,0,1,2
665,ECE740_tb_channel_CTLE_ML_1,5.18E-06,0.001582,2.62E-09,1357,2.52E-13,744.7,,-0.01965,-49.09,-43.08,-6.586,-49.7,-36.37,-9.091,-51.72,-39.22,-13.17,-55.17,-46.54,-18.88,-60.29,-57.01,0,0,0,1,2
666,ECE740_tb_channel_CTLE_ML_1,1.55E-06,0.000698,1.94E-09,748.9,8.78E-13,707.6,,-0.01974,-0.9392,-1.371,-6.58,-2.342,2.593,-9.07,-4.752,0.253,-13.13,-8.711,-3.655,-18.82,-14.16,-9,0,0,0,2,2
667,ECE740_tb_channel_CTLE_ML_1,9.18E-06,0.0008234,1.98E-09,143.1,2.48E-13,1015,,-0.01969,-13.65,-27.31,-6.578,-7.202,-7.897,-9.107,-8.471,-7.861,-13.18,-15.23,-17.25,-18.87,-24.29,-29.77,0,0,0,2,2
668,ECE740_tb_channel_CTLE_ML_1,2.81E-06,0.001356,3.67E-10,1483,4.56E-13,204.7,,-0.01971,-41.72,-31.5,-6.581,-49.76,-37.7,-9.075,-51.76,-39.48,-13.14,-53.46,-42.1,-18.85,-55.56,-46.92,0,0,0,1,2
669,ECE740_tb_channel_CTLE_ML_1,5.32E-06,0.0005847,2.88E-09,469.8,2.21E-13,58.98,,-0.01964,5.788,11.57,-6.585,-0.8389,4.959,-9.091,-3.592,2.155,-13.17,-8.814,-3.784,-18.89,-17.36,-15.13,0,0,0,2,2
670,ECE740_tb_channel_CTLE_ML_1,2.09E-06,0.001482,2.45E-09,406.1,8.38E-13,830.7,,-0.01974,-5.65,-10.61,-6.579,-4.766,-1.917,-9.071,-6.959,-3.801,-13.13,-10.26,-6.33,-18.83,-14.12,-8.15,0,0,0,2,2
671,ECE740_tb_channel_CTLE_ML_1,5.36E-06,0.00168,8.47E-10,683.3,5.99E-13,668,,-0.01965,-27.16,-25.21,-6.586,-31.4,-20.1,-9.092,-34.5,-24.29,-13.17,-40.36,-33.51,-18.88,-49.47,-47.63,0,0,0,1,2
672,ECE740_tb_channel_CTLE_ML_1,3.33E-06,0.0009785,4.78E-10,186.2,6.59E-13,27.04,,-0.01971,-1.143,-2.331,-6.581,-7.64,-8.764,-9.074,-10.02,-11.03,-13.14,-14.03,-14.96,-18.85,-20.22,-21.6,0,0,0,2,2
673,ECE740_tb_channel_CTLE_ML_1,7.83E-06,0.002407,2.10E-09,417.9,3.30E-13,710,,-0.01959,-23.2,-25.1,-6.595,-26.51,-17.14,-9.108,-30.69,-23.1,-13.17,-38.45,-36.04,-18.87,-49.07,-52.04,0,0,0,1,2
674,ECE740_tb_channel_CTLE_ML_1,7.09E-06,0.0022,4.32E-10,720.1,8.81E-13,635.3,,-0.0196,-39.71,-36.44,-6.593,-46.64,-34.57,-9.104,-50.15,-41.32,-13.17,-55.98,-52.18,-18.88,-63.17,-65.15,0,0,0,1,2
675,ECE740_tb_channel_CTLE_ML_1,4.79E-06,0.0009996,2.48E-09,489.3,6.89E-14,1450,,-0.01972,-6.604,-12.93,-6.574,-6.316,-5.846,-9.069,-4.139,1.146,-13.17,-7.35,0.2472,-18.9,-16.58,-12.28,0,0,0,2,2
676,ECE740_tb_channel_CTLE_ML_1,2.39E-06,0.001859,6.32E-10,1069,4.21E-13,20.1,,-0.01972,-36.93,-26.8,-6.581,-43.42,-33.33,-9.073,-45.72,-35.75,-13.14,-49.13,-39.6,-18.84,-53.14,-45.15,0,0,0,1,2
