fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
8.98E-06,0.002169,2.53E-09,591.7,3.97E-13,706.8,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-34.63,-33.64,0,-42.98,-31.98,-47.86,-41.29,-55.53,-54.73,-64.37,-69.23
6.18E-06,0.001515,1.73E-09,242.9,6.95E-13,717.3,1,-0.0197,-6.582,-9.1,-13.18,-18.89,-6.555,-13.05,0,-1.265,4.183,-4.277,0.9014,-10.63,-7.439,-19.76,-19.9
8.91E-06,0.001802,3.39E-10,1130,8.27E-14,1283,0,-0.01956,-6.6,-9.109,-13.17,-18.87,-49.85,-48.15,0,-35.79,-27.03,-39.53,-32.27,-47.27,-46.14,-57.99,-63.1
7.57E-06,0.000525,1.85E-09,1339,2.74E-13,103.9,0,-0.0196,-6.594,-9.105,-13.17,-18.87,-5.097,7.229,0,-12.66,-1.64,-16.98,-8.814,-24.64,-21.42,-35.38,-38.02
4.92E-06,0.001194,7.73E-10,121.6,7.37E-13,802.4,1,-0.01972,-6.579,-9.08,-13.16,-18.88,-13.33,-26.67,0,-8.075,-9.651,-10.26,-11.51,-14.51,-15.91,-20.97,-23
9.99E-06,0.001504,2.50E-09,1177,3.33E-13,1335,0,-0.01953,-6.605,-9.111,-13.17,-18.86,-48.88,-46.8,0,-47.5,-36.23,-52.68,-47.14,-60.28,-60.76,-68.54,-75.01
3.46E-06,0.001851,1.03E-09,364.7,4.51E-14,1030,1,-0.01972,-6.578,-9.068,-13.14,-18.87,-8.273,-14.93,0,-12.36,-16.45,-11.58,-12.19,-12.49,-9.102,-18.75,-14.24
6.37E-06,0.002079,2.20E-09,694.1,8.81E-13,169.5,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-33.76,-25.07,0,-41.23,-29.53,-44.74,-35.05,-50.94,-45.54,-59.26,-59.15
1.41E-06,0.001007,7.37E-11,77.89,1.26E-13,421.2,1,-0.01975,-6.579,-9.067,-13.13,-18.81,-18.11,-36.28,0,-22.92,-39.37,-24.04,-39.14,-27.3,-41.62,-32.7,-46.8
2.48E-06,0.002376,8.65E-10,148.5,9.25E-13,411.2,1,-0.01974,-6.579,-9.071,-13.13,-18.83,-10.15,-20.24,0,-11.08,-15.53,-13.24,-17.36,-16.65,-20.13,-20.56,-22.31
9.24E-06,0.001472,2.68E-09,754.8,3.04E-13,768.8,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-31.23,-29.05,0,-39.92,-28.82,-45,-38.51,-53.05,-52.46,-62.56,-67.78
1.52E-06,0.001428,1.15E-09,395.2,8.33E-13,625.6,1,-0.01975,-6.58,-9.069,-13.13,-18.82,-5.894,-11.37,0,-7.393,-7.665,-9.759,-9.913,-13.61,-13.59,-18.61,-18.04
8.33E-06,0.002019,9.65E-10,991.7,1.92E-13,1270,0,-0.01957,-6.598,-9.109,-13.17,-18.87,-49.74,-48.92,0,-42.9,-30.83,-47.06,-38.95,-54.58,-52.52,-63.98,-68.01
9.31E-06,0.002432,1.80E-09,238.6,6.52E-13,206.8,1,-0.01959,-6.604,-9.121,-13.17,-18.87,0.00474,1.237,1,-2.526,3.933,-8.115,-4.335,-17.02,-18.07,-27.54,-33.34
9.60E-06,0.002102,2.14E-09,958.1,1.03E-13,1118,0,-0.01954,-6.603,-9.11,-13.17,-18.86,-49.66,-48.19,0,-37.26,-28.23,-41.44,-35.09,-49.57,-49.54,-60.34,-66.47
8.00E-06,0.001451,5.35E-10,1442,5.83E-13,333.4,0,-0.01958,-6.597,-9.109,-13.17,-18.87,-51.38,-40.64,0,-53.05,-40.27,-55.99,-47.58,-60.72,-57.9,-66.79,-69.95
4.58E-06,0.001002,2.39E-09,727.1,8.21E-13,1062,0,-0.01968,-6.584,-9.089,-13.17,-18.88,-7.09,-7.092,0,-7.837,2.749,-10.9,-0.8431,-16.63,-8.51,-25.6,-21.26
9.84E-06,0.000655,2.87E-09,1222,1.19E-13,54.45,0,-0.01956,-6.602,-9.109,-13.17,-18.86,-15.65,-2.01,0,-24.13,-14.65,-29.7,-24.74,-38.59,-39.17,-49.95,-56.4
3.41E-06,0.001898,8.70E-10,217.8,3.25E-13,961.1,1,-0.01973,-6.576,-9.073,-13.14,-18.86,-10.48,-20.86,0,-6.163,-5.629,-7.585,-5.941,-11.48,-9.55,-17.69,-15.95
7.40E-06,0.001358,1.22E-09,552.2,2.92E-13,952.3,0,-0.01962,-6.593,-9.108,-13.17,-18.87,-10.93,-12.77,0,-11.92,-2.026,-16.07,-7.987,-23.88,-20.88,-34.7,-37.42
8.75E-06,0.001843,1.17E-09,974.4,1.68E-13,800.1,0,-0.01956,-6.6,-9.11,-13.17,-18.87,-46.78,-43.01,0,-42.24,-31.29,-46.32,-38.86,-54.01,-52.61,-63.73,-68.42
7.07E-06,0.002251,2.30E-09,475.2,8.92E-13,618,0,-0.01961,-6.592,-9.104,-13.17,-18.88,-24.61,-24.33,0,-28.16,-17.54,-32.13,-23.98,-39.45,-35.74,-49.76,-51.15
5.78E-06,0.0008397,6.47E-10,620.4,4.19E-13,941.8,1,-0.01968,-6.586,-9.106,-13.18,-18.89,-1.706,-2.864,0,1.553,11.11,-2.409,6.211,-10,-4.815,-20.64,-20.6
5.73E-06,0.001442,1.76E-09,118.7,9.39E-13,593.6,1,-0.01971,-6.58,-9.086,-13.17,-18.89,-11.3,-22.61,0,-6.514,-6.53,-8.07,-7.136,-11.1,-8.997,-17.66,-16.1
5.57E-06,0.00181,1.34E-09,1085,6.87E-13,457,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-45.29,-38.02,0,-55.76,-42.39,-56.19,-44.74,-57.6,-50.26,-61.68,-59.74
4.28E-06,0.001845,1.59E-09,937.9,5.76E-13,18.6,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-37.15,-24.94,0,-43.75,-31.81,-46.33,-35.11,-50.55,-41.43,-56.33,-51.31
3.36E-06,0.001424,2.71E-09,928.2,2.16E-13,396.7,0,-0.01969,-6.581,-9.078,-13.15,-18.86,-28.99,-23.31,0,-35.68,-26.45,-38.31,-27.72,-42.69,-32.4,-49.08,-41.22
8.03E-06,0.001039,2.22E-10,1325,9.65E-13,444.7,0,-0.01958,-6.597,-9.108,-13.17,-18.87,-39.9,-30.82,0,-49.52,-36.96,-53.09,-44.82,-58.48,-55.7,-64.97,-68.15
2.51E-06,0.00247,7.38E-10,1053,6.44E-13,218.2,0,-0.01972,-6.581,-9.074,-13.14,-18.84,-43.33,-35.65,0,-50.63,-40.39,-52.28,-41.87,-53.95,-44.07,-55.92,-47.89
6.43E-06,0.00177,2.09E-09,720.6,8.96E-13,480.7,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-31.72,-27.2,0,-37.41,-25.38,-40.97,-31.26,-47.52,-42.2,-56.69,-56.71
6.57E-06,0.0005578,1.24E-09,96.66,3.45E-13,63.43,1,-0.01967,-6.583,-9.085,-13.16,-18.88,-6.225,-12.5,0,-12.34,-18.17,-13.98,-18.96,-16.94,-20.79,-22.7,-26.41
9.53E-06,0.001982,2.91E-09,1308,3.24E-13,1320,0,-0.01958,-6.604,-9.111,-13.17,-18.86,-50.44,-47.6,0,-45.63,-34.03,-50.69,-44.71,-58.67,-58.67,-67.83,-73.83
9.16E-06,0.002395,1.82E-09,1350,4.37E-13,1027,0,-0.01986,-6.607,-9.11,-13.17,-18.87,-34.74,-30.24,0,-49.05,-37.95,-53.73,-47.91,-60.87,-60.92,-69.11,-75.14
4.06E-06,0.001269,2.27E-10,593.5,2.50E-13,452.5,0,-0.01968,-6.581,-9.084,-13.16,-18.88,-5.458,-3.25,0,-9.054,-1.767,-11.32,-2.824,-16.54,-9.144,-25.2,-21.38
9.12E-06,0.001456,1.95E-09,306.2,9.55E-13,1257,1,-0.01967,-6.607,-9.12,-13.17,-18.87,-6.873,-13.6,0,0.219,7.842,-5.954,-1.831,-14.87,-15.59,-25.39,-30.99
8.16E-06,0.002265,4.08E-10,968.8,3.75E-13,736,0,-0.01958,-6.598,-9.109,-13.17,-18.87,-51.2,-46.91,0,-49.48,-37.14,-53.28,-45.37,-59.45,-57.3,-66.67,-70.52
4.37E-06,0.00223,6.95E-10,1387,2.84E-13,506.1,0,-0.01978,-6.589,-9.088,-13.16,-18.88,-51.21,-43.49,0,-51.78,-39.02,-53.35,-40.86,-55.93,-46.38,-59.92,-55.28
3.31E-06,0.001825,2.04E-09,1241,1.97E-13,1321,0,-0.0197,-6.582,-9.077,-13.15,-18.86,-47.72,-46.24,0,-54.68,-43.32,-55.06,-42.85,-55.35,-44.22,-57.09,-49.2
1.08E-06,0.0005482,1.73E-09,711.8,1.51E-13,113.3,1,-0.01975,-6.58,-9.068,-13.13,-18.81,0.9487,2.039,1,-5.504,-4.321,-7.756,-6.373,-11.33,-9.601,-16.21,-14.12
5.17E-06,0.001042,7.89E-10,1477,4.36E-13,1142,0,-0.01965,-6.585,-9.09,-13.17,-18.88,-42.04,-37.66,0,-51.96,-37.9,-53.35,-40.95,-55.48,-46.96,-59.64,-56.48
1.74E-06,0.002485,2.36E-09,1131,3.10E-13,836.1,0,-0.01975,-6.581,-9.071,-13.13,-18.82,-45.33,-43.26,0,-50.39,-41.89,-51.94,-43.03,-53.64,-44.71,-55.29,-46.72
5.70E-06,0.0007095,1.26E-10,1096,3.07E-13,873.4,0,-0.01965,-6.586,-9.094,-13.17,-18.88,-12.32,-8.856,0,-16.27,-4.301,-19.52,-8.855,-25.78,-19.11,-35.53,-34.35
1.17E-06,0.0005489,4.23E-10,188.8,5.45E-13,744.5,1,-0.01976,-6.58,-9.068,-13.13,-18.81,-13.4,-26.84,0,-14.74,-23.01,-17.08,-25.2,-20.99,-29,-26.24,-33.94
1.09E-06,0.002484,5.99E-10,271.5,4.62E-13,1062,1,-0.01979,-6.582,-9.07,-13.13,-18.82,-21.74,-42.39,0,-22.64,-39.2,-24.99,-41.47,-28.89,-45.24,-34.04,-49.97
3.23E-06,0.001079,2.58E-09,236.5,4.74E-13,493.4,1,-0.01973,-6.577,-9.071,-13.14,-18.86,-6.158,-12.32,0,-5.603,-4.687,-6.839,-4.692,-8.828,-4.667,-11.99,-4.735
1.15E-06,0.002209,1.77E-09,822.3,4.97E-13,456.8,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-24.69,-26.56,0,-29.63,-28.74,-32.02,-30.95,-35.93,-34.75,-41.14,-39.69
7.45E-06,0.001968,4.99E-10,594.3,9.09E-14,556.5,0,-0.0196,-6.594,-9.105,-13.17,-18.87,-29.3,-27.09,0,-38.05,-32.92,-44.09,-37.15,-52.5,-49.31,-61.28,-64.15
7.93E-06,0.001142,1.91E-09,42.5,5.87E-13,480.9,1,-0.0197,-6.579,-9.093,-13.18,-18.88,-18.82,-37.64,0,-12.43,-18.37,-10.77,-12.61,-12.66,-12.23,-20.72,-22.57
7.22E-06,0.001865,1.14E-11,700.1,2.96E-13,64.96,0,-0.0196,-6.593,-9.105,-13.17,-18.87,-31.14,-19.8,0,-38.7,-28.45,-43.25,-35.36,-51.05,-47.69,-60.45,-62.82
9.87E-06,0.0005549,1.43E-09,1205,8.36E-13,1374,0,-0.01958,-6.605,-9.111,-13.17,-18.86,-6.217,-3.014,0,-10.45,-0.397,-16.26,-11.2,-25.24,-25.94,-36.56,-43.33
1.07E-06,0.00129,1.32E-09,1248,6.73E-13,648,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-27.44,-25.58,0,-32.41,-26.77,-34.85,-29.18,-38.82,-33.25,-44.19,-39.04
5.29E-06,0.001096,1.74E-09,523.4,2.63E-13,848.6,1,-0.01969,-6.579,-9.098,-13.18,-18.89,-2.972,-4.934,0,-0.586,7.29,-3.143,5.506,-9.91,-3.559,-19.9,-17.91
5.53E-06,0.002225,1.21E-11,1376,1.58E-13,1121,0,-0.01976,-6.592,-9.095,-13.17,-18.88,-41.76,-38.14,0,-43.39,-31.13,-46.1,-34.39,-51.4,-44.09,-59.32,-57.72
5.88E-06,0.0009317,1.78E-09,849.3,3.85E-13,506.8,0,-0.01964,-6.587,-9.096,-13.17,-18.88,-11.21,-6.461,0,-15.85,-4.548,-19.17,-8.985,-25.62,-19.28,-35.51,-34.44
5.43E-06,0.001877,1.64E-09,780.2,6.03E-13,240.5,0,-0.01964,-6.586,-9.093,-13.17,-18.88,-34.1,-26.33,0,-41.54,-29.81,-44.62,-33.91,-49.96,-42.75,-57.46,-55.32
9.46E-06,0.001627,2.63E-09,532.4,3.81E-13,705.3,0,-0.01956,-6.602,-9.111,-13.17,-18.86,-18.56,-18.41,0,-22.94,-12.82,-28.15,-22.46,-36.78,-36.83,-47.82,-53.42
6.96E-06,0.001938,2.39E-09,139.1,4.50E-14,66.27,1,-0.01964,-6.586,-9.094,-13.18,-18.89,0.01876,0.03663,1,-6.209,-5.844,-8.014,-6.903,-11.5,-9.499,-19.49,-19.64
9.29E-06,0.0005781,2.43E-09,1096,8.67E-13,114.9,0,-0.01953,-6.606,-9.114,-13.17,-18.87,2.497,14.08,1,-5.737,4.342,-11.51,-5.766,-20.47,-20.29,-31.75,-37.49
5.69E-06,0.001955,8.73E-10,135.1,2.59E-13,449.7,1,-0.01971,-6.576,-9.08,-13.17,-18.89,-8.785,-17.57,0,-8.592,-10.65,-8.468,-7.874,-12.78,-12.26,-20.84,-22.51
4.65E-06,0.001828,7.38E-10,1120,4.13E-13,1497,0,-0.01966,-6.584,-9.087,-13.16,-18.88,-48.14,-47.44,0,-58.46,-45.28,-56.98,-44.75,-56.85,-47.77,-59.76,-55.64
2.08E-06,0.00232,2.82E-09,762.8,1.80E-13,996.7,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-33.86,-35.46,0,-38.29,-32.65,-40.48,-33.54,-44.23,-36.69,-49.14,-41.07
3.55E-06,0.002298,2.70E-10,558.5,3.90E-13,1185,0,-0.01969,-6.582,-9.079,-13.15,-18.86,-28.55,-32.3,0,-30.01,-21.84,-32.57,-24.07,-37.19,-29.68,-44.49,-39.85
3.02E-06,0.001273,1.54E-09,576.5,5.46E-13,1127,0,-0.01972,-6.58,-9.078,-13.15,-18.86,-7.227,-10.41,0,-5.901,1.584,-8.426,-0.7554,-13.03,-5.637,-20.33,-14.09
9.20E-06,0.001294,3.10E-10,621.1,3.01E-13,208.8,0,-0.01956,-6.601,-9.11,-13.17,-18.87,-11.92,-4.394,0,-19.54,-10.91,-24.54,-19.06,-33.05,-33.14,-44.2,-50.32
6.93E-06,0.002472,5.34E-10,1291,2.59E-13,1345,0,-0.01983,-6.599,-9.104,-13.17,-18.88,-35.21,-33,0,-45.95,-32.88,-49.55,-39.96,-55.75,-51.63,-63.94,-65.74
1.52E-06,0.001216,5.96E-10,349,6.86E-13,557,1,-0.01975,-6.579,-9.069,-13.13,-18.82,-6.163,-12.18,0,-7.828,-8.916,-10.18,-11.14,-14.17,-15.1,-19.7,-20.64
2.99E-06,0.002272,5.17E-10,333,9.84E-14,1208,1,-0.01972,-6.577,-9.07,-13.14,-18.86,-10.94,-19.69,0,-10.77,-12.33,-10.46,-8.616,-13.68,-10.27,-20.66,-17.86
1.92E-06,0.0006278,2.50E-09,831.7,3.57E-13,889.9,1,-0.01974,-6.579,-9.071,-13.13,-18.83,-0.9916,-1.457,1,-0.9593,5.437,-3.139,3.605,-7.126,-0.2607,-13.01,-6.115
1.09E-06,0.002011,1.55E-09,476.8,5.30E-13,254.8,1,-0.01975,-6.58,-9.069,-13.13,-18.82,-9.45,-21.33,0,-15.45,-26.44,-17.8,-28.62,-21.54,-32.07,-26.13,-35.7
1.72E-06,0.002102,1.42E-10,1245,3.07E-13,1111,0,-0.01974,-6.581,-9.071,-13.13,-18.82,-44.8,-43.41,0,-50.22,-41.27,-51.78,-42.55,-53.44,-44.45,-55.08,-47.17
3.74E-06,0.001503,2.53E-09,913.2,7.75E-13,1310,0,-0.01968,-6.582,-9.08,-13.15,-18.87,-33.12,-32.51,0,-36.56,-24.92,-39.18,-27.85,-43.7,-33.72,-50.45,-43.63
2.02E-06,0.0006665,5.35E-10,222.7,1.47E-13,307.7,1,-0.01974,-6.579,-9.068,-13.13,-18.82,-6.726,-13.49,0,-11.91,-17.31,-13.04,-17.12,-16.1,-19.23,-21.12,-23.7
4.17E-06,0.001689,2.34E-09,1080,1.89E-13,636.3,0,-0.01967,-6.583,-9.083,-13.16,-18.87,-41.58,-36.58,0,-51.18,-40.36,-53.4,-41.4,-55.01,-44.85,-58.03,-52.18
7.87E-06,0.001475,1.64E-09,310.2,8.08E-13,1191,1,-0.01968,-6.597,-9.118,-13.18,-18.88,-7.074,-13.97,0,0.4539,8.245,-4.759,0.6322,-13.22,-12.16,-23.69,-27.44
1.19E-06,0.001619,1.62E-09,1228,4.63E-14,422.5,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-33.29,-30,0,-39.99,-36.41,-42.76,-38.57,-46.94,-41.81,-51.21,-45.66
2.11E-06,0.001746,5.37E-10,785.8,6.97E-13,1120,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-27.09,-28.2,0,-29.95,-22.41,-32.44,-24.87,-36.58,-29.25,-42.54,-36.16
2.61E-06,0.002393,4.81E-10,912.3,5.83E-13,1422,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-42.9,-43.76,0,-46.54,-36.7,-48.61,-38.78,-51.44,-42.2,-54.66,-47.29
2.37E-06,0.002437,1.63E-09,1381,4.24E-13,1235,0,-0.01989,-6.59,-9.08,-13.14,-18.84,-37.55,-35.07,0,-67.04,-55.51,-61.6,-50,-57.98,-46.96,-57.85,-48.72
2.60E-06,0.0007577,2.75E-09,1115,5.30E-13,1123,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-12.34,-10.74,0,-15.19,-4.913,-17.73,-7.385,-22.11,-12.1,-28.78,-20.06
5.86E-06,0.000989,4.11E-10,1262,6.00E-13,277.8,0,-0.01963,-6.587,-9.095,-13.17,-18.88,-33.23,-23.23,0,-41.12,-27.91,-44.36,-33.17,-49.97,-43.1,-57.69,-56.38
6.41E-06,0.001886,2.95E-09,996,4.39E-13,604.6,0,-0.01962,-6.59,-9.1,-13.17,-18.88,-45.27,-39.88,0,-56.3,-43.15,-56.96,-46.3,-58.87,-53.01,-63.45,-63.17
6.60E-06,0.002359,2.19E-09,1303,1.77E-13,19.23,0,-0.01977,-6.596,-9.103,-13.17,-18.88,-56.44,-41.81,0,-56.97,-44.23,-55.47,-45.85,-56.74,-51.95,-61.61,-62.48
8.51E-06,0.002254,1.71E-09,633.6,6.52E-13,296.8,0,-0.01957,-6.599,-9.11,-13.17,-18.87,-35.87,-29.46,0,-45.17,-34.18,-49.8,-42.89,-56.92,-55.54,-65.03,-69.4
3.38E-06,0.0005387,1.09E-09,1472,4.04E-13,997.7,0,-0.0197,-6.581,-9.078,-13.15,-18.86,-11.49,-7.24,0,-15.37,-3.357,-18.04,-6.224,-22.8,-12.43,-30.26,-23.31
5.83E-06,0.001914,5.82E-10,742.7,4.55E-13,1321,0,-0.01963,-6.587,-9.096,-13.17,-18.88,-37.46,-38.93,0,-41.9,-29.83,-45.01,-34.6,-50.62,-44.35,-58.38,-57.57
1.97E-06,0.002355,2.45E-09,593.1,1.75E-13,537.2,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-22.88,-23.86,0,-27.6,-24.86,-29.54,-25.34,-33.37,-28.29,-38.97,-32.72
5.31E-06,0.002402,1.84E-09,371.9,3.70E-13,815.8,0,-0.01966,-6.585,-9.093,-13.17,-18.88,-15.61,-19.77,0,-15.78,-8.296,-18.68,-10.57,-24.67,-18.6,-34.01,-31.81
4.23E-06,0.00162,1.19E-09,1336,7.92E-13,1081,0,-0.01967,-6.583,-9.084,-13.16,-18.87,-48.76,-44.31,0,-56.09,-42.4,-55.86,-43.12,-56.17,-46.13,-58.84,-53.39
8.46E-06,0.001428,2.16E-09,54.8,2.50E-13,471.4,1,-0.01969,-6.576,-9.09,-13.18,-18.88,-16.33,-32.67,0,-13.16,-19.81,-8.893,-8.879,-11.53,-9.874,-21.23,-23.72
8.17E-06,0.001297,1.02E-09,151.7,7.52E-13,1171,1,-0.0197,-6.588,-9.108,-13.18,-18.87,-13.02,-26.03,0,-3.892,-1.228,-7.964,-6.79,-15.5,-17.78,-24.95,-31.01
3.24E-06,0.00207,2.92E-09,928.3,7.84E-14,177.5,0,-0.0197,-6.581,-9.077,-13.14,-18.86,-38.12,-29.81,0,-44.26,-35.78,-45.9,-37.03,-48.63,-39.25,-53.21,-45.14
8.31E-06,0.0008752,3.23E-10,923.5,8.58E-13,1323,0,-0.01959,-6.597,-9.108,-13.17,-18.87,-16.93,-15.45,0,-20.74,-9.397,-25.41,-18.22,-33.54,-31.79,-44.48,-48.69
4.03E-06,0.002218,2.04E-09,669.1,7.90E-14,51.04,0,-0.01968,-6.583,-9.082,-13.15,-18.87,-29.94,-20.51,0,-36.56,-27.24,-39.24,-30.22,-43.87,-35.9,-50.81,-45.5
8.25E-06,0.002308,3.07E-10,29.75,6.65E-13,742.7,1,-0.0197,-6.581,-9.097,-13.17,-18.87,-24.14,-48.3,0,-15.74,-24.99,-18.12,-27.32,-24.03,-35.12,-31.52,-44.4
6.29E-06,0.001646,1.37E-09,334.1,3.08E-13,530.9,1,-0.01967,-6.58,-9.105,-13.18,-18.89,-2.938,-5.183,0,-1.677,4.413,-4.187,2.685,-11.61,-7.752,-21.96,-22.76
5.18E-06,0.0006883,2.39E-09,633.8,8.16E-13,422.1,1,-0.01967,-6.586,-9.1,-13.18,-18.89,2.832,5.891,1,2.064,11.24,-1.469,7.101,-8.159,-1.812,-17.79,-15.45
1.88E-06,0.001008,2.20E-10,1154,1.81E-13,323.5,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-21.28,-15.3,0,-27.53,-19.93,-29.88,-21.31,-33.96,-25.22,-39.89,-32.18
1.29E-06,0.0008901,1.81E-09,505.3,7.79E-14,137.9,1,-0.01974,-6.58,-9.068,-13.13,-18.81,-0.8036,-1.361,1,-7.279,-7.758,-9.536,-9.806,-12.89,-12.54,-16.91,-15.21
4.12E-06,0.001094,1.14E-10,109.4,2.37E-14,1191,1,-0.01974,-6.579,-9.068,-13.13,-18.83,-17.72,-35.45,0,-23.13,-39.71,-23.34,-37.67,-23.4,-33.79,-25.83,-32.99
7.30E-06,0.00231,1.10E-10,1152,6.98E-13,227.4,0,-0.01963,-6.595,-9.106,-13.17,-18.87,-56.06,-45.25,0,-55.06,-42.37,-57.06,-48.08,-60.8,-57.17,-66.35,-68.61
9.21E-06,0.001336,1.54E-09,1211,2.92E-13,745.5,0,-0.01955,-6.602,-9.111,-13.17,-18.87,-45.73,-39.95,0,-47.69,-35.89,-52.2,-45.47,-59.25,-58.47,-67.12,-72.37
9.60E-06,0.0009091,7.34E-10,479.8,1.61E-13,210.1,1,-0.01956,-6.601,-9.116,-13.17,-18.87,5.022,10.3,1,-1.997,3.337,-6.729,-3.348,-15.64,-17.25,-27.08,-34.6
5.98E-06,0.002498,2.35E-09,95.08,1.22E-13,475.6,1,-0.01971,-6.577,-9.067,-13.17,-18.9,-11.91,-23.82,0,-13.83,-21.14,-9.935,-10.93,-7.009,-0.7893,-16.15,-12.89
1.80E-06,0.00147,2.77E-09,505.2,8.05E-13,715.4,1,-0.01974,-6.579,-9.071,-13.13,-18.83,-5.304,-8.473,0,-6.246,-2.997,-8.506,-4.986,-11.98,-7.792,-16.24,-10.16
4.80E-06,0.001631,1.72E-09,586.4,4.01E-13,1236,0,-0.01967,-6.584,-9.088,-13.16,-18.88,-20.66,-23.9,0,-21.53,-11.64,-24.42,-14.61,-29.96,-22.35,-38.82,-35.33
3.69E-06,0.0006679,4.16E-10,92.93,9.30E-13,545.8,1,-0.01973,-6.579,-9.073,-13.14,-18.85,-14.46,-28.95,0,-13.37,-20.25,-15.66,-22.34,-19.57,-26.11,-24.98,-31.23
9.83E-06,0.001841,9.14E-10,909.6,4.03E-14,228.3,0,-0.01954,-6.605,-9.111,-13.17,-18.86,-43.66,-33.7,0,-41.65,-34.25,-42.12,-38.38,-46.23,-47.62,-54.2,-61.34
5.34E-06,0.001786,2.00E-09,275.2,8.82E-13,1462,1,-0.01971,-6.582,-9.096,-13.18,-18.89,-9.089,-17.93,0,-0.9885,5.22,-3.891,2.189,-9.619,-4.688,-18.39,-16.14
2.33E-06,0.001461,2.25E-09,488.3,4.63E-13,1470,1,-0.01973,-6.579,-9.073,-13.14,-18.85,-8.574,-15.15,0,-5.164,-0.3561,-7.407,-2.221,-11.23,-5.6,-16.72,-10.1
1.67E-06,0.001529,2.96E-09,911.3,2.95E-13,119.1,0,-0.01973,-6.58,-9.07,-13.13,-18.82,-23.37,-17.7,0,-29.86,-23.76,-32.28,-25.65,-36.25,-29.09,-41.8,-34.03
4.49E-06,0.001117,7.65E-10,669.5,8.38E-13,1091,0,-0.01968,-6.584,-9.088,-13.16,-18.88,-8.239,-8.953,0,-8.84,1.33,-11.88,-2.296,-17.58,-10.08,-26.63,-23.19
2.21E-06,0.0006421,5.63E-10,1409,2.68E-13,1461,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-16.34,-15.04,0,-19.38,-9.053,-21.86,-11.27,-26.13,-16,-32.5,-24.07
9.39E-06,0.001498,2.72E-09,1249,8.87E-13,379.2,0,-0.01955,-6.603,-9.111,-13.17,-18.87,-49.16,-39.48,0,-58.04,-46.69,-60.02,-53.77,-63.73,-63.25,-69.29,-74.73
8.35E-06,0.001743,4.55E-10,1410,2.48E-13,391.9,0,-0.01959,-6.599,-9.109,-13.17,-18.87,-56.16,-46.24,0,-44.58,-32.69,-48.21,-40.42,-55.55,-53.52,-64.83,-68.84
9.31E-06,0.00151,3.71E-11,1205,5.56E-13,516.4,0,-0.01955,-6.603,-9.111,-13.17,-18.87,-48.41,-40.52,0,-53.59,-42.13,-57.31,-50.99,-62.56,-62.09,-68.81,-74.38
2.88E-06,0.0008147,1.18E-09,674.4,1.37E-13,1286,1,-0.01973,-6.576,-9.072,-13.14,-18.86,-4.107,-7.579,0,-2.39,2.685,-3.231,3.799,-7.472,-0.16,-15.06,-9.092
1.72E-06,0.002104,3.00E-09,58.55,8.99E-13,1472,1,-0.01975,-6.579,-9.068,-13.13,-18.81,-24.86,-49.82,0,-20.46,-34.62,-18.81,-28.82,-17.19,-21.46,-15.3,-12.28
7.27E-06,0.0006363,2.39E-09,1027,9.15E-13,616.3,0,-0.01961,-6.596,-9.11,-13.18,-18.88,-1.546,3.876,1,-5.335,6.341,-9.983,-1.408,-17.97,-14.28,-28.82,-30.79
5.14E-06,0.002162,5.03E-10,1369,2.01E-13,1326,0,-0.01973,-6.589,-9.092,-13.17,-18.88,-44.93,-42.39,0,-46.22,-33.2,-48.8,-36.57,-53.41,-45.21,-60,-57.31
2.75E-06,0.001612,2.32E-09,384.1,2.66E-13,251.2,1,-0.01971,-6.578,-9.072,-13.14,-18.86,-0.9792,-0.7521,1,-5.294,-2.689,-6.418,-2.303,-9.471,-4.103,-14.64,-7.752
3.29E-06,0.0005814,6.18E-10,243.5,4.50E-13,803.5,1,-0.01974,-6.578,-9.073,-13.14,-18.85,-8.95,-17.92,0,-6.866,-7.242,-8.972,-8.959,-13.12,-13.16,-19.44,-20.05
